"TOA5","sdle-sf01","CR1000","47777","CR1000.Std.24","CPU:SLDESF01Program-pyroandweather.CR1","27205","SF01"
"TIMESTAMP","RECORD","SlrW_Avg","SlrkJ_2_Tot","WindDir_Avg","WindSpd_Avg","WindSpd_Max","WindSpd_TMx","AirTemp_Avg","RelHum_Avg","AirPress_Avg","RainAmt_Avg","HailAmt_Avg","Result8_Avg","Result9_Avg"
"TS","RN","W/m^2","kJ/m^2","Degrees","m/s","m/s","m/s","Celsius","%","hPa","mm","hits/cm2","Units","Units"
"","","Avg","Tot","Avg","Avg","Max","TMx","Avg","Avg","Avg","Avg","Avg","Avg","Avg"
"2013-12-24 06:00:00",380408,0,0,283.4,4.81,7.9,"2013-12-24 05:59:10",-5.7,63.69,1001,0,0,0,0
"2013-12-24 06:01:00",380409,0,0,265.2,4.925,6.1,"2013-12-24 06:00:55",-5.7,63.8,1001,0,0,0,0
"2013-12-24 06:02:00",380410,0,0,261.8,5.48,9.1,"2013-12-24 06:01:40",-5.7,63.77,1001,0,0,0,0
"2013-12-24 06:03:00",380411,0,0,267.4,8.43,9.7,"2013-12-24 06:02:15",-5.7,63.2,1001,0,0,0,0
"2013-12-24 06:04:00",380412,0,0,265.5,6,7.8,"2013-12-24 06:04:00",-5.775,63.77,1001,0,0,0,0
"2013-12-24 06:05:00",380413,0,0,272.1,5.56,7.4,"2013-12-24 06:04:55",-5.8,64.61,1001,0,0,0,0
"2013-12-24 06:06:00",380414,0,0,267.5,6.89,9.9,"2013-12-24 06:05:25",-5.8,64.97,1001,0,0,0,0
"2013-12-24 06:07:00",380415,0,0,264.6,4.925,6.9,"2013-12-24 06:06:30",-5.8,65.57,1001,0,0,0,0
"2013-12-24 06:08:00",380416,0,0,259.3,5.46,6,"2013-12-24 06:07:20",-5.8,66.28,1001,0,0,0,0
"2013-12-24 06:09:00",380417,0,0,256.8,4.058,5.6,"2013-12-24 06:08:10",-5.8,66.78,1001,0,0,0,0
"2013-12-24 06:10:00",380418,0,0,273.8,4.83,6.5,"2013-12-24 06:09:05",-5.8,67.1,1001,0,0,0,0
"2013-12-24 06:12:00",380419,0,0,274.1,5.609,7.2,"2013-12-24 06:10:10",-5.864,66.84,1001,0,0,0,0
"2013-12-24 06:13:00",380420,0,0,262.9,4.81,6.3,"2013-12-24 06:12:20",-5.9,66.04,1001,0,0,0,0
"2013-12-24 06:14:00",380421,0,0,270.2,6.708,8.7,"2013-12-24 06:13:40",-5.908,65.38,1001,0,0,0,0
"2013-12-24 06:15:00",380422,0,0,253.7,6.03,7.9,"2013-12-24 06:14:50",-6,64.6,1001,0,0,0,0
"2013-12-24 06:16:00",380423,0,0,260.5,5.033,6.4,"2013-12-24 06:15:50",-6,65.29,1001,0,0,0,0
"2013-12-24 06:17:00",380424,0,0,266.9,2.85,4.1,"2013-12-24 06:16:40",-6,66.32,1001,0,0,0,0
"2013-12-24 06:19:00",380425,0,0,274.2,3.25,6.8,"2013-12-24 06:18:50",-6,66.7,1001,0,0,0,0
"2013-12-24 06:20:00",380426,0,0,268.5,4.93,6.5,"2013-12-24 06:20:00",-6,66.8,1001,0,0,0,0
"2013-12-24 06:21:00",380427,0,0,277,4.092,5.6,"2013-12-24 06:20:05",-6,66.34,1001,0,0,0,0
"2013-12-24 06:22:00",380428,0,0,266.3,3.11,4.6,"2013-12-24 06:22:00",-6.03,66.93,1001,0,0,0,0
"2013-12-24 06:24:00",380429,0,0,264.5,3.618,5.5,"2013-12-24 06:23:35",-6.082,66.68,1001,0,0,0,0
"2013-12-24 06:25:00",380430,0,0,266.1,6.01,9.9,"2013-12-24 06:24:55",-6.1,65.7,1001,0,0,0,0
"2013-12-24 06:26:00",380431,0,0,270.7,5.3,7.1,"2013-12-24 06:25:55",-6.125,64.88,1001,0,0,0,0
"2013-12-24 06:27:00",380432,0,0,269.5,3.98,6.8,"2013-12-24 06:27:00",-6.2,64.92,1001,0,0,0,0
"2013-12-24 06:28:00",380433,0,0,270.8,5.833,7.8,"2013-12-24 06:27:30",-6.2,64.78,1001,0,0,0,0
"2013-12-24 06:29:00",380434,0,0,268.7,6.65,8.4,"2013-12-24 06:28:25",-6.25,63.59,1001,0,0,0,0
"2013-12-24 06:30:00",380435,0,0,275.4,5.17,6.6,"2013-12-24 06:29:20",-6.3,63.62,1001,0,0,0,0
"2013-12-24 06:31:00",380436,0,0,280.6,3.892,5.1,"2013-12-24 06:30:25",-6.3,64.2,1002,0,0,0,0
"2013-12-24 06:32:00",380437,0,0,275.7,4.61,5.8,"2013-12-24 06:31:20",-6.3,64.05,1001,0,0,0,0
"2013-12-24 06:34:00",380438,0,0,263.3,4.4,6.9,"2013-12-24 06:33:30",-6.3,64.08,1002,0,0,0,0
"2013-12-24 06:35:00",380439,0,0,265.7,5.65,6.7,"2013-12-24 06:34:40",-6.3,63.91,1002,0,0,0,0
"2013-12-24 06:37:00",380440,0,0,275.1,6.541,9.4,"2013-12-24 06:35:40",-6.355,63.09,1001,0,0,0,0
"2013-12-24 06:38:00",380441,0,0,273.9,2.85,4.3,"2013-12-24 06:37:20",-6.47,63.6,1002,0,0,0,0
"2013-12-24 06:40:00",380442,0,0,266.7,5.286,7,"2013-12-24 06:38:45",-6.473,63.39,1002,0,0,0,0
"2013-12-24 06:41:00",380443,0,0,278.1,5.03,6.3,"2013-12-24 06:40:15",-6.5,62.73,1002,0,0,0,0
"2013-12-24 06:42:00",380444,0,0,273.9,4.358,6,"2013-12-24 06:41:20",-6.5,62.6,1002,0,0,0,0
"2013-12-24 06:43:00",380445,0,0,260.2,3.72,4.9,"2013-12-24 06:42:15",-6.5,62.27,1002,0,0,0,0
"2013-12-24 06:44:00",380446,0,0,277.3,4.525,6.2,"2013-12-24 06:43:35",-6.5,61.98,1002,0,0,0,0
"2013-12-24 06:45:00",380447,0,0,282.8,5.04,6.1,"2013-12-24 06:44:35",-6.5,61.62,1002,0,0,0,0
"2013-12-24 06:46:00",380448,0,0,270.1,6.83,9.4,"2013-12-24 06:45:50",-6.6,61.66,1002,0,0,0,0
"2013-12-24 06:47:00",380449,0,0,273.5,6.175,7.7,"2013-12-24 06:46:05",-6.6,61.88,1002,0,0,0,0
"2013-12-24 06:48:00",380450,0,0,265.3,4.39,5.9,"2013-12-24 06:47:05",-6.6,62.21,1002,0,0,0,0
"2013-12-24 06:49:00",380451,0,0,282.3,3.092,5.2,"2013-12-24 06:49:00",-6.583,62.59,1002,0,0,0,0
"2013-12-24 06:50:00",380452,0,0,276.3,5.39,7.4,"2013-12-24 06:49:55",-6.5,61.76,1002,0,0,0,0
"2013-12-24 06:51:00",380453,0,0,263.7,5.4,7.2,"2013-12-24 06:50:05",-6.6,60.96,1002,0,0,0,0
"2013-12-24 06:52:00",380454,0,0,283.2,4.517,6.9,"2013-12-24 06:51:30",-6.6,60.65,1002,0,0,0,0
"2013-12-24 06:53:00",380455,0,0,285.8,2.82,4.1,"2013-12-24 06:52:10",-6.6,60.59,1002,0,0,0,0
"2013-12-24 06:54:00",380456,0,0,275.9,2.917,5.4,"2013-12-24 06:53:05",-6.6,60.57,1002,0,0,0,0
"2013-12-24 06:55:00",380457,0,0,260.1,3.74,5.2,"2013-12-24 06:54:45",-6.6,60.94,1002,0,0,0,0
"2013-12-24 06:57:00",380458,0,0,259.8,4.759,7.4,"2013-12-24 06:56:40",-6.6,61.47,1002,0,0,0,0
"2013-12-24 06:58:00",380459,0,0,272.7,4.34,7,"2013-12-24 06:57:55",-6.6,61.61,1002,0,0,0,0
"2013-12-24 06:59:00",380460,0,0,263.8,4.842,6.5,"2013-12-24 06:58:45",-6.6,61.22,1002,0,0,0,0
"2013-12-24 07:00:00",380461,0,0,267.3,5.11,6.9,"2013-12-24 06:59:20",-6.6,61.16,1002,0,0,0,0
"2013-12-24 07:02:00",380462,0,0,275.5,5.991,7.8,"2013-12-24 07:00:20",-6.641,60.81,1002,0,0,0,0
"2013-12-24 07:03:00",380463,0,0,278.1,4.33,5.6,"2013-12-24 07:02:55",-6.7,60.55,1002,0,0,0,0
"2013-12-24 07:04:00",380464,0,0,272.9,6.1,8.8,"2013-12-24 07:03:25",-6.7,60.47,1002,0,0,0,0
"2013-12-24 07:05:00",380465,0,0,263.8,6.49,7.9,"2013-12-24 07:04:55",-6.7,60.79,1002,0,0,0,0
"2013-12-24 07:06:00",380466,0,0,256.4,4.56,5.3,"2013-12-24 07:05:20",-6.7,61.12,1002,0,0,0,0
"2013-12-24 07:07:00",380467,0,0,263.5,3.208,4.6,"2013-12-24 07:06:05",-6.7,61.75,1002,0,0,0,0
"2013-12-24 07:08:00",380468,0,0,253,4.68,6.9,"2013-12-24 07:07:30",-6.7,61.74,1002,0,0,0,0
"2013-12-24 07:10:00",380469,0,0,274.6,3.336,6.2,"2013-12-24 07:09:40",-6.695,61.86,1002,0,0,0,0
"2013-12-24 07:11:00",380470,0,0,266.4,4.23,5.2,"2013-12-24 07:11:00",-6.6,62.33,1002,0,0,0,0
"2013-12-24 07:12:00",380471,0,0,263.3,5.008,6.1,"2013-12-24 07:11:15",-6.667,61.98,1002,0,0,0,0
"2013-12-24 07:13:00",380472,0,0,279.4,2.96,4.5,"2013-12-24 07:12:10",-6.7,62.23,1002,0,0,0,0
"2013-12-24 07:14:00",380473,0,0,267.6,3.867,5.8,"2013-12-24 07:13:50",-6.7,62.4,1002,0,0,0,0
"2013-12-24 07:15:00",380474,0,0,265.3,5.77,7.1,"2013-12-24 07:14:55",-6.7,61.66,1002,0,0,0,0
"2013-12-24 07:17:00",380475,0,0,272,5.464,7.2,"2013-12-24 07:16:30",-6.741,60.72,1002,0,0,0,0
"2013-12-24 07:18:00",380476,0,0,271.8,6.4,7.4,"2013-12-24 07:17:55",-6.8,60.17,1002,0,0,0,0
"2013-12-24 07:19:00",380477,0,0,268.4,4.925,7,"2013-12-24 07:19:00",-6.842,59.98,1002,0,0,0,0
"2013-12-24 07:20:00",380478,0,0,278.7,4.22,5.2,"2013-12-24 07:19:35",-6.9,59.88,1002,0,0,0,0
"2013-12-24 07:22:00",380479,0,0,261.8,4.636,7.5,"2013-12-24 07:21:35",-6.9,59.45,1002,0,0,0,0
"2013-12-24 07:23:00",380480,0,0,266.4,6.17,8.1,"2013-12-24 07:22:05",-6.9,58.28,1002,0,0,0,0
"2013-12-24 07:24:00",380481,0,0,271.2,3.883,4.7,"2013-12-24 07:23:45",-6.933,58.3,1002,0,0,0,0
"2013-12-24 07:25:00",380482,0,0,278.9,4.51,6.5,"2013-12-24 07:24:45",-6.99,58.57,1002,0,0,0,0
"2013-12-24 07:26:00",380483,0,0,278.9,5.475,8.1,"2013-12-24 07:25:45",-7,57.86,1002,0,0,0,0
"2013-12-24 07:27:00",380484,0,0,269.5,5.55,6.5,"2013-12-24 07:26:20",-7,57.53,1002,0,0,0,0
"2013-12-24 07:28:00",380485,0,0,264.9,4.46,5.3,"2013-12-24 07:27:10",-7,57.73,1002,0,0,0,0
"2013-12-24 07:29:00",380486,0,0,272.2,4.325,5.6,"2013-12-24 07:28:10",-7,57.91,1002,0,0,0,0
"2013-12-24 07:30:00",380487,0,0,266,4.87,6.9,"2013-12-24 07:29:15",-7,57.04,1002,0,0,0,0
"2013-12-24 07:31:00",380488,0,0,259.2,5.47,7.5,"2013-12-24 07:30:40",-7.02,56.64,1002,0,0,0,0
"2013-12-24 07:32:00",380489,0,0,253.2,4.658,5.8,"2013-12-24 07:31:10",-7.1,56.26,1002,0,0,0,0
"2013-12-24 07:33:00",380490,0,0,263.2,3.66,5.4,"2013-12-24 07:32:10",-7.1,56.4,1002,0,0,0,0
"2013-12-24 07:34:00",380491,0,0,267.4,3.542,4.6,"2013-12-24 07:33:25",-7.1,56.88,1002,0,0,0,0
"2013-12-24 07:35:00",380492,0,0,262.1,3.86,5,"2013-12-24 07:34:30",-7.1,57,1002,0,0,0,0
"2013-12-24 07:36:00",380493,0,0,263.9,3.558,4.6,"2013-12-24 07:35:45",-7.05,57.23,1002,0,0,0,0
"2013-12-24 07:37:00",380494,0,0,264.5,4.89,5.4,"2013-12-24 07:36:50",-7,57.24,1002,0,0,0,0
"2013-12-24 07:38:00",380495,0,0,260.8,4.77,6.5,"2013-12-24 07:37:35",-7.04,57.43,1002,0,0,0,0
"2013-12-24 07:39:00",380496,0.22,0.0131726,253.8,5.083,7.4,"2013-12-24 07:38:25",-7.1,57.52,1002,0,0,0,0
"2013-12-24 07:40:00",380497,0.439,0.02195473,253.1,5.13,7,"2013-12-24 07:39:20",-7.11,57.64,1002,0,0,0,0
"2013-12-24 07:42:00",380498,0.439,0.04830075,258.1,4.232,5.9,"2013-12-24 07:40:20",-7.2,57.7,1002,0,0,0,0
"2013-12-24 07:43:00",380499,0.439,0.02195518,253.8,4.61,6.8,"2013-12-24 07:42:45",-7.2,58.15,1002,0,0,0,0
"2013-12-24 07:44:00",380500,0.439,0.02634637,258.4,4.283,5.7,"2013-12-24 07:43:45",-7.2,57.94,1002,0,0,0,0
"2013-12-24 07:45:00",380501,0.439,0.02195532,269.2,5.22,6.8,"2013-12-24 07:44:45",-7.2,57.98,1002,0,0,0,0
"2013-12-24 07:46:00",380502,0.439,0.0219554,261.5,5.27,7.2,"2013-12-24 07:45:25",-7.2,57.98,1002,0,0,0,0
"2013-12-24 07:47:00",380503,0.439,0.02634647,272.6,4.367,5.7,"2013-12-24 07:46:50",-7.2,58.47,1002,0,0,0,0
"2013-12-24 07:48:00",380504,0.439,0.02195535,264.1,4.33,5.5,"2013-12-24 07:47:55",-7.2,58.99,1002,0,0,0,0
"2013-12-24 07:49:00",380505,0.439,0.0263467,270.5,3.425,4.7,"2013-12-24 07:48:45",-7.133,59.15,1002,0,0,0,0
"2013-12-24 07:50:00",380506,0.439,0.02195589,257.5,2.25,3.1,"2013-12-24 07:49:25",-7.1,59.11,1002,0,0,0,0
"2013-12-24 07:51:00",380507,0.681,0.03403182,262.9,2.16,3.3,"2013-12-24 07:51:00",-7.1,59.58,1002,0,0,0,0
"2013-12-24 07:52:00",380508,0.878,0.05269473,277,3.117,4.8,"2013-12-24 07:51:25",-7.092,59.99,1002,0,0,0,0
"2013-12-24 07:53:00",380509,0.878,0.04391265,263.2,2.78,4,"2013-12-24 07:52:50",-7,59.94,1002,0,0,0,0
"2013-12-24 07:54:00",380510,0.944,0.04720654,243.6,3.01,4.4,"2013-12-24 07:53:30",-7,59.89,1002,0,0,0,0
"2013-12-24 07:55:00",380511,1.537,0.09221829,260.6,3.008,5.2,"2013-12-24 07:54:50",-7,60.43,1002,0,0,0,0
"2013-12-24 07:56:00",380512,1.866,0.09331651,268.6,2.6,3.6,"2013-12-24 07:56:00",-7,61.07,1003,0,0,0,0
"2013-12-24 07:57:00",380513,1.958,0.1174689,275.3,3.725,5,"2013-12-24 07:56:50",-7,60.82,1002,0,0,0,0
"2013-12-24 07:58:00",380514,1.757,0.08782806,266.5,3.45,5.1,"2013-12-24 07:57:15",-7,60.67,1002,0,0,0,0
"2013-12-24 07:59:00",380515,1.405,0.07026295,275.8,3.36,4.6,"2013-12-24 07:58:35",-7,61.19,1002,0,0,0,0
